stage,full_error_message
CONSENT,"Oops, missed that. I just need a simple yes or no to collect your fitness data."
CONSENT,Let's try that one more time. Please confirm with a yes or no so we can proceed safely.
CONSENT,"Hmm, that didn't compute. Please confirm with a yes or no so we can proceed safely."
CONSENT,"[Name], I didn't quite get that. Please confirm with a yes or no so we can proceed safely."
CONSENT,"Oops, missed that. I need your consent to continue. Is that a yes? I'm ready when you are."
CONSENT,Let's try that one more time. Do I have your permission to use this data for your plan? Yes or no? Let's try again.
CONSENT,"My apologies, I didn't understand. I need your consent to continue. Is that a yes?"
CONSENT,"Sorry [Name], could you clarify? Please confirm with a yes or no so we can proceed safely. Can you clarify?"
CONSENT,"Wait, say that again? I need your consent to continue. Is that a yes? Any ideas?"
CONSENT,Could you repeat that? Do I have your permission to use this data for your plan? Yes or no?
CONSENT,I'm not sure I follow. I need your consent to continue. Is that a yes?
CONSENT,I think I misheard you. I just need a simple yes or no to collect your fitness data. Let's try again.
CONSENT,Could you repeat that? I need your consent to continue. Is that a yes?
CONSENT,"Oops, missed that. Please confirm with a yes or no so we can proceed safely."
CONSENT,"[Name], I didn't quite get that. Please confirm with a yes or no so we can proceed safely."
CONSENT,I think I misheard you. Please confirm with a yes or no so we can proceed safely.
CONSENT,"Sorry, I missed that. I just need a simple yes or no to collect your fitness data. Let me know."
CONSENT,Let's try that one more time. Please confirm with a yes or no so we can proceed safely.
CONSENT,I didn't quite catch that. I need your consent to continue. Is that a yes?
CONSENT,"Sorry [Name], could you clarify? Do I have your permission to use this data for your plan? Yes or no?"
CONSENT,"Wait, say that again? I just need a simple yes or no to collect your fitness data. I'm ready when you are."
CONSENT,"Sorry, I missed that. I just need a simple yes or no to collect your fitness data."
CONSENT,"Oops, missed that. I need your consent to continue. Is that a yes? Let me know."
CONSENT,Could you repeat that? Please confirm with a yes or no so we can proceed safely.
CONSENT,I think I misheard you. Do I have your permission to use this data for your plan? Yes or no? Just say the word.
CONSENT,"Oops, missed that. Do I have your permission to use this data for your plan? Yes or no? I'm ready when you are."
CONSENT,"Hmm, that didn't compute. I need your consent to continue. Is that a yes? I'm ready when you are."
CONSENT,"My apologies, I didn't understand. I just need a simple yes or no to collect your fitness data. Let's try again."
CONSENT,I didn't quite catch that. I just need a simple yes or no to collect your fitness data. Any ideas?
CONSENT,I'm not sure I follow. Do I have your permission to use this data for your plan? Yes or no? Take your time.
CONSENT,"Oops, missed that. I just need a simple yes or no to collect your fitness data. Just say the word."
CONSENT,"[Name], I didn't quite get that. I just need a simple yes or no to collect your fitness data. Can you clarify?"
CONSENT,"[Name], I didn't quite get that. Please confirm with a yes or no so we can proceed safely."
CONSENT,"[Name], I didn't quite get that. I just need a simple yes or no to collect your fitness data. I'm ready when you are."
CONSENT,Could you repeat that? Do I have your permission to use this data for your plan? Yes or no?
CONSENT,Let's try that one more time. Do I have your permission to use this data for your plan? Yes or no? Can you clarify?
CONSENT,I'm not sure I follow. Please confirm with a yes or no so we can proceed safely. Just say the word.
CONSENT,Could you repeat that? I just need a simple yes or no to collect your fitness data.
CONSENT,I didn't quite catch that. I need your consent to continue. Is that a yes? What do you say?
CONSENT,I'm not sure I follow. Do I have your permission to use this data for your plan? Yes or no?
CONSENT,"Sorry [Name], could you clarify? I need your consent to continue. Is that a yes? Just say the word."
CONSENT,"Hmm, that didn't compute. Please confirm with a yes or no so we can proceed safely. Take your time."
CONSENT,"Wait, say that again? I just need a simple yes or no to collect your fitness data. What do you say?"
CONSENT,"Sorry, I missed that. Please confirm with a yes or no so we can proceed safely."
CONSENT,"Oops, missed that. Do I have your permission to use this data for your plan? Yes or no? Can you clarify?"
CONSENT,Let's try that one more time. Please confirm with a yes or no so we can proceed safely. I'm ready when you are.
CONSENT,I think I misheard you. Do I have your permission to use this data for your plan? Yes or no? Let me know.
CONSENT,Let's try that one more time. I just need a simple yes or no to collect your fitness data.
CONSENT,I think I misheard you. Please confirm with a yes or no so we can proceed safely. Any ideas?
CONSENT,I'm not sure I follow. Please confirm with a yes or no so we can proceed safely.
CONSENT,I'm not sure I follow. Please confirm with a yes or no so we can proceed safely.
CONSENT,I didn't quite catch that. I need your consent to continue. Is that a yes?
CONSENT,"Sorry, I missed that. Do I have your permission to use this data for your plan? Yes or no?"
CONSENT,"My apologies, I didn't understand. Please confirm with a yes or no so we can proceed safely."
CONSENT,"Sorry, I missed that. Do I have your permission to use this data for your plan? Yes or no? Let's try again."
CONSENT,"Sorry [Name], could you clarify? I just need a simple yes or no to collect your fitness data."
CONSENT,"My apologies, I didn't understand. I just need a simple yes or no to collect your fitness data."
CONSENT,"My apologies, I didn't understand. I just need a simple yes or no to collect your fitness data."
CONSENT,"My apologies, I didn't understand. Do I have your permission to use this data for your plan? Yes or no?"
CONSENT,Could you repeat that? I need your consent to continue. Is that a yes?
CONSENT,"My apologies, I didn't understand. Do I have your permission to use this data for your plan? Yes or no? Let me know."
CONSENT,Could you repeat that? I just need a simple yes or no to collect your fitness data. Take your time.
CONSENT,"Oops, missed that. Do I have your permission to use this data for your plan? Yes or no? Let me know."
CONSENT,"Hmm, that didn't compute. I need your consent to continue. Is that a yes? Let me know."
CONSENT,Could you repeat that? I just need a simple yes or no to collect your fitness data.
CONSENT,"Oops, missed that. I need your consent to continue. Is that a yes? Can you clarify?"
CONSENT,I'm not sure I follow. Do I have your permission to use this data for your plan? Yes or no? Let me know.
CONSENT,Let's try that one more time. I need your consent to continue. Is that a yes?
CONSENT,"Sorry [Name], could you clarify? I need your consent to continue. Is that a yes?"
CONSENT,I didn't quite catch that. I need your consent to continue. Is that a yes? Let's try again.
CONSENT,I think I misheard you. I need your consent to continue. Is that a yes?
CONSENT,"Hmm, that didn't compute. I need your consent to continue. Is that a yes?"
CONSENT,"Wait, say that again? Please confirm with a yes or no so we can proceed safely."
CONSENT,"[Name], I didn't quite get that. I just need a simple yes or no to collect your fitness data. Let's try again."
CONSENT,Could you repeat that? I need your consent to continue. Is that a yes? What do you say?
CONSENT,"Sorry, I missed that. Do I have your permission to use this data for your plan? Yes or no?"
CONSENT,"Hmm, that didn't compute. I need your consent to continue. Is that a yes? Take your time."
CONSENT,"Hmm, that didn't compute. I just need a simple yes or no to collect your fitness data. Just say the word."
CONSENT,I didn't quite catch that. I just need a simple yes or no to collect your fitness data.
CONSENT,I'm not sure I follow. I need your consent to continue. Is that a yes? Just say the word.
CONSENT,Let's try that one more time. I need your consent to continue. Is that a yes?
CONSENT,Let's try that one more time. Do I have your permission to use this data for your plan? Yes or no?
CONSENT,"Hmm, that didn't compute. Do I have your permission to use this data for your plan? Yes or no? Can you clarify?"
CONSENT,I didn't quite catch that. Do I have your permission to use this data for your plan? Yes or no?
CONSENT,"[Name], I didn't quite get that. Do I have your permission to use this data for your plan? Yes or no?"
CONSENT,"My apologies, I didn't understand. Please confirm with a yes or no so we can proceed safely."
CONSENT,Could you repeat that? I need your consent to continue. Is that a yes?
CONSENT,"My apologies, I didn't understand. I need your consent to continue. Is that a yes? Let's try again."
CONSENT,I didn't quite catch that. I just need a simple yes or no to collect your fitness data.
CONSENT,"Wait, say that again? Please confirm with a yes or no so we can proceed safely."
CONSENT,"Sorry [Name], could you clarify? I need your consent to continue. Is that a yes?"
CONSENT,"Wait, say that again? Please confirm with a yes or no so we can proceed safely."
CONSENT,"Sorry [Name], could you clarify? Do I have your permission to use this data for your plan? Yes or no? Let's try again."
